City,Date Period,Hotel,Prices,Ratings,Description,Treatment,Time_Period
Barcelona,2025-05-21 : 2025-05-25,Sixtytwo Hotel,2819.0,9.3,"Este hotel boutique tiene un salón elegante y está ubicado en Barcelona, junto a la estación Passeig de Gràcia. Ofrece habitaciones con WiFi gratuita y TV de pantalla plana.

El Sixtytwo Hotel ocupa un edificio típico del siglo XIX. Las habitaciones son elegantes y disponen de minibar y cafetera Nespresso. Algunas tienen vistas al Paseo de Gracia, mientras que otras tienen vistas al bonito jardín japonés del hotel.

Se sirve un desayuno continental a diario en una cafetería cercana. La recepción está abierta las 24 horas y proporciona servicio de alquiler de coches.

Este hotel boutique tiene 45 habitaciones amplias y elegantes. Se encuentra en el famoso Paseo de Gracia barcelonés, cerca de la avenida Diagonal, la mejor zona comercial de la ciudad, que cuenta con una gran variedad de restaurantes y bares de tapas.

El Hotel Sixtytwo se halla frente a la Casa Batlló de Gaudí y a solo 3 minutos a pie de La Pedrera. La plaza de Cataluña queda a solo 10 minutos a pie. La cercana estación Passeig de Gràcia ofrece servicios de metro y trenes directos al aeropuerto.",1,0
Barcelona,2025-05-21 : 2025-05-25,Charmsuites Paralel,895.0,7.7,"El Charmsuites Paralel se encuentra junto a la estación de metro de Parallel y al teatro Victoria y ofrece apartamentos elegantes y bien equipados con conexión Wi-Fi gratuita. Los alojamientos además tienen cocina y aire acondicionado.

Los apartamentos, de nueva construcción, son amplios y presentan una decoración atractiva y moderna. Todos incluyen amplia zona de estar con sofá cama y TV de pantalla plana, así como cocina o zona de cocina con vitrocerámica, horno, hervidor y cafetera.

En las inmediaciones hay tiendas, cafeterías y bares. El cercano barrio del Raval y la zona de Las Ramblas, a 10 minutos a pie, cuentan con muchos restaurantes.

El Charmsuites Paralel está a poco más de 1 km del puerto deportivo de Port Vell y a 15 minutos a pie del centro de exposiciones Fira de Barcelona. El funicular, que permite el acceso a la colina Montjuic, sale desde la estación de Parallel.",1,0
Barcelona,2025-05-21 : 2025-05-25,Charmsuites Nou Rambla,895.0,7.5,"El Charmsuites Nou Rambla está situado junto a la avenida Paral·lel y ofrece apartamentos elegantes y luminosos con conexión Wi-Fi gratuita. La estación de metro y funicular de Paral·lel se halla a 100 metros.

Los apartamentos del Charmsuites Nou Rambla son amplios y tienen una zona de estar con TV de pantalla plana y reproductor de DVD. Además, incluyen zona de comedor y cocina con vitrocerámica, horno, cafetera y nevera.

En las calles de los alrededores hay tiendas. Además, en el cercano barrio del Raval y en las Ramblas, a 10 minutos a pie, encontrará numerosas cafeterías, bares y restaurantes.

Los apartamentos están a menos de 1 km del Port Vell de Barcelona y a 10 minutos en metro de la plaza de España, el centro de exposiciones Fira y la estación de tren de Sants.",1,0
Barcelona,2025-05-21 : 2025-05-25,Yeah Barcelona Hostel,874.0,8.9,"El Yeah Barcelona Hostel goza de una ubicación ideal a 10 minutos a pie de las obras maestras de Gaudí, la Pedrera y la Sagrada Familia, y ofrece recepción 24 horas y WiFi gratuita.

Todas las habitaciones del Yeah Barcelona Hostel incluyen baño privado con ducha y ropa de cama.

Se sirve un desayuno buffet diario y la cocina prepara cenas con menú del día. Además, el establecimiento alberga un bar.

En las inmediaciones hay muchos supermercados, mientras que en el barrio de Gracia, a 15 minutos a pie, hay varios bares de moda, restaurantes y tiendas. La estación de metro de Verdaguer, ubicada a 500 metros, es la más cercana.",1,0
Barcelona,2025-05-21 : 2025-05-25,Nicebarcelonaapartments,892.0,8.6,"El City&Beach Apartments está ubicado en Barcelona, a 150 metros de la playa de la Barceloneta, y dispone de WiFi gratuita y aire acondicionado.

Este establecimiento ofrece apartamentos modernos de 2 dormitorios con cocina con microondas y lavadora, toallas y ropa de cama.

En la zona encontrará numerosos restaurantes, bares y supermercados.

El establecimiento está a 5 minutos a pie del Port Vell y a 10 minutos a pie de la estación de metro de Barceloneta.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hostel Friends Barcelona,573.0,7.3,"El Hostel Friends Barcelona está situado en la conocida Gran Vía de Barcelona, ​​a 500 metros de la Plaza de España. Cuenta con WiFi gratuita y recepción 24 horas.

Este alojamiento ofrece consigna de equipaje y caja fuerte de forma gratuita.

Las habitaciones del Friends Barcelona disponen de calefacción, ventilador, nevera pequeña y secador de pelo. Algunas habitaciones tienen baño privado, balcón y TV de pantalla plana. Otras habitaciones disponen de baño compartido y TV. Las toallas y la ropa de cama están incluidas.

Este alojamiento está ubicado en una zona con muy buenas conexiones de transporte público. La estación de metro de Rocafort está a solo 1 minuto a pie. La Sagrada Familia se sitúa a 20 minutos en metro.",1,0
Barcelona,2025-05-21 : 2025-05-25,ApartEasy - Gracia Apartments,865.0,7.1,"El Apart Easy Gracia cuenta con conexión Wi-Fi gratuita y está situado en el barrio barcelonés de Gracia, a 400 metros del Paseo de Gracia y de La Pedrera de Gaudí. Ofrece apartamentos modernos con aire acondicionado.

Los apartamentos tienen suelo de madera, zona de estar con sofá y TV, y zona de cocina con horno, microondas y lavadora. El baño incluye ducha.

Algunos apartamentos disponen de terraza privada con vistas a la ciudad. A 5 minutos a pie se pueden encontrar numerosos supermercados, bares y restaurantes.

Plaça Catalunya y la famosa Sagrada Familia están a 20 minutos a pie. La estación de metro Diagonal comunica con el centro histórico y se encuentra a 400 metros.",1,0
Barcelona,2025-05-21 : 2025-05-25,ibis Styles Barcelona City Bogatell,941.0,8.4,"El ibis Styles Barcelona City Bogatell se encuentra en Barcelona, a 900 metros del Puerto Olímpico, y ofrece aparcamiento privado y WiFi gratuita. Este hotel alberga una piscina al aire libre, un parque infantil y un bar.

Se proporciona TV.

Este hotel dispone de una recepción 24 horas.

El hotel también tiene mesa de ping pong y un servicio de préstamo de bicicletas. El ibis Styles Barcelona City Bogatell se halla a 1,5 km del Museo Picasso y a 1,8 km de la catedral de Barcelona. Además, el aeropuerto más cercano al ibis Styles Barcelona City Bogatell es el de Barcelona El Prat, situado a 15 km.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hostal Centric,833.0,8.9,"El Hostal Cèntric goza de una ubicación céntrica y dispone de WiFi gratuita, recepción las 24 horas, consigna de equipaje gratuita y caja fuerte gratuita. El establecimiento está a 400 metros de la plaza de la Universidad de Barcelona y a 10 minutos a pie de la Rambla.

Las habitaciones del Hostal Cèntric cuentan con aire acondicionado, baño privado con artículos de aseo gratuitos y secador de pelo, TV de pantalla plana y caja fuerte para ordenador portátil. Algunas tienen balcón. Hay terraza compartida con mesa y sillas. Se proporcionan toallas y ropa de cama.

En la zona hay varios restaurantes, tiendas y supermercados abiertos hasta tarde. Los bares de moda del distrito Raval y cerca de la estación de metro Sant Antoni están a 400 metros.

El Hostal Cèntric está a 400 metros de la estación de metro Universitat y a 6 minutos a pie del famoso Museo MACBA. El servicio regular de autobuses hacia el aeropuerto sale de la parada de autobús de Sepúlveda, a solo 400 metros. Hay aparcamiento público con descuento disponible en las inmediaciones.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hostal Radio Barcelona,498.0,7.8,"El Hostal Radio Barcelona se encuentra en el centro de Barcelona, ​​a solo 3 minutos a pie de los museos de arte moderno MACBA y CCCB. Hay una recepción 24 horas y habitaciones coloridas con TV de pantalla plana.

Las habitaciones del establecimiento Radio están equipadas con calefacción y baño privado.

El Hostal Radio Barcelona ofrece servicio gratuito de visitas guiadas a pie, bajo petición.

Los huéspedes del Hostal Radio Barcelona pueden disfrutar de café, capuchino, chocolate y bebidas frías en la sala de espera. El establecimiento se encuentra a 2 minutos a pie de numerosos bares, restaurantes y tiendas y a solo 5 minutos de las plazas Universitat y Catalunya.

Los autobuses que van al aeropuerto salen desde la plaza Catalunya, y el establecimiento se encuentra cerca de un aparcamiento de pago.",1,0
Barcelona,2025-05-21 : 2025-05-25,Lovely Appart & Sky View SAGRADA FAMILIA,961.0,8.6,"Lovely Appart & Sky View SAGRADA FAMILIA está en Barcelona, a 7 min a pie de Sagrada Familia y a 1,7 km de La Pedrera, y ofrece alojamiento con equipamiento como wifi gratis y TV de pantalla plana. Ofrece balcón y terraza.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y hervidor, y 1 baño con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Casa Batlló está a 2,2 km del alojamiento, y Paseo de Gracia está a 2,6 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km.",1,0
Barcelona,2025-05-21 : 2025-05-25,Casa Lit Barcelona,1113.0,8.2,"La Casa Lit Barcelona está situada a 400 metros de Las Ramblas y ofrece una terraza en la azotea con vistas a la ciudad y al mar. Las habitaciones están equipadas con wifi gratuita y TV de pantalla plana vía satélite.

Alberga un patio donde disfrutar de un desayuno buffet. Todas las habitaciones tienen un diseño abierto e incluyen aire acondicionado.

La Casa Lit Barcelona cuenta con recepción 24 horas y ofrece servicio de reserva de restaurantes, entradas para espectáculos y visitas guiadas por Barcelona. También hay mapas gratuitos de la ciudad a disposición de los huéspedes.

Se encuentra en la zona baja del barrio del Raval, a 700 metros del puerto de Barcelona. Las estaciones de metro de Drassanes y Paral·lel están a 300 metros.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hotel Via Augusta,944.0,8.4,"El Hotel Via Augusta está situado junto a la estación FGC de Gracia. Dispone de una terraza en la azotea con vistas de Barcelona. Ofrece habitaciones funcionales con aire acondicionado, conexión inalámbrica a internet gratuita y TV vía satélite con pantalla plana.

El Vía Augusta ocupa un edificio histórico con un original recibidor. Las habitaciones presentan una decoración sencilla y moderna y tienen suelos de madera. Incluyen escritorio, caja fuerte y cuarto de baño con secador de pelo.

El hotel sirve un variado desayuno bufé, y también hay una máquina expendedora de bebidas. A un paseo de 5 minutos, en el popular barrio de Gracia, encontrará una amplia gama de bares y restaurantes.

El Hotel Via Augusta está a 400 m de la estación de metro de Fontana. El parque Güell está a sólo 1 parada de metro. Plaza Catalunya y Las Ramblas están a un trayecto de 5 minutos desde la cercana estación de Gracia.",1,0
Barcelona,2025-05-21 : 2025-05-25,B Hotel,1338.0,8.6,"Este hotel de diseño está a solo 150 metros de la plaza España y frente al centro comercial Las Arenas. Cuenta con una piscina en la 8ª planta y un solárium que ofrece vistas espectaculares a Montjuïc.

Las habitaciones del B Hotel tienen aire acondicionado, son amplias y están insonorizadas. Además, todas incluyen WiFi gratuita y están decoradas con obras de arte contemporáneas. Todas las habitaciones disponen de hervidor eléctrico y carta de almohadas.

En el B Bar se sirven tapas modernas y una amplia selección de vinos españoles. El servicio de habitaciones también está disponible en el bar y en la zona de la piscina.

La estación de metro de Plaza Espanya está a 200 metros del hotel, mientras que el centro de exposiciones Fira de Barcelona se encuentra a solo 250 metros. Además, la Fuente Mágica de Montjuïc queda a unos 5 minutos a pie.",1,0
Barcelona,2025-05-21 : 2025-05-25,Royal Ramblas,1298.0,8.3,"El Royal Ramblas está ubicado en las famosas Ramblas de Barcelona, a 100 metros de la plaza Catalunya. Ofrece habitaciones elegantes y modernas con aire acondicionado, TV de plasma, WiFi gratuita y aparcamiento privado. Algunas habitaciones tienen vistas magníficas a las Ramblas.

El hotel alberga una sala de reuniones con vistas excepcionales a las Ramblas.

El restaurante La Poma sirve un desayuno buffet con varios productos regionales y bollería casera. Tiene vistas impresionantes a las Ramblas y ofrece comida mediterránea.

El Royal Ramblas Hotel está muy bien ubicado. Tiene acceso a todos los servicios de transporte público y se halla a 5 minutos a pie del elegante paseo de Gracia, que cuenta con numerosos restaurantes y tiendas exclusivas. El centro histórico queda a poca distancia a pie, así como el mercado de La Boquería y el MACBA (Museo de Arte Contemporáneo de Barcelona). La playa está a 20 minutos.

El personal del mostrador de información turística del Royal Ramblas Barcelona ofrece información práctica sobre la ciudad y presta un servicio de alquiler de coches. También gestiona el servicio de enlace con el aeropuerto.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hesperia Barcelona Barri Gòtic,1300.0,8.7,"Hesperia Barcelona Barri Gòtic es un alojamiento bien ubicado en el centro de Barcelona que ofrece habitaciones con aire acondicionado, centro de fitness, wifi gratis y salón de uso común. El alojamiento está a unos 18 min a pie de Platja de Sant Sebastià, a 1,6 km de Platja de la Barceloneta y a 5 min a pie de Plaza Real. Este alojamiento hipoalergénico se encuentra a 16 min a pie de Platja de Sant Miquel.

En el hotel, todas las habitaciones están equipadas con escritorio, TV de pantalla plana, baño privado, ropa de cama y toallas. Cada habitación está equipada con caja fuerte, algunas ofrecen balcón y otras también disponen de vistas a la ciudad. Las habitaciones cuentan con armario y hervidor.

En Hesperia Barcelona Barri Gòtic se sirve un desayuno continental.

Hay un centro de negocios y máquinas expendedoras de snacks y bebidas en el propio alojamiento en el alojamiento. El personal de la recepción habla catalán, inglés y español, y puede ayudar a la clientela a planificar su estancia.

Cerca del alojamiento hay puntos de interés como Santa María del Mar, Museo Picasso y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km.",1,0
Barcelona,2025-05-21 : 2025-05-25,"Holiday Inn Express Barcelona City 22@, an IHG Hotel",962.0,8.3,"Hotel acogedor en Barcelona con wifi y desayuno buffet continental gratuitos y fácil acceso a la playa y a los lugares de interés de la ciudad.

El hotel Holiday Inn Express® Barcelona City 22@ se encuentra en la zona de negocios de moda 22@Barcelona, un antiguo suelo industrial de Poblenou. La estación de metro Llacuna está a 4 minutos a pie del hotel. La B-10, también conocida como carretera de circunvalación Ronda Litoral, se encuentra a pocos minutos en coche y dispone de parking. El aeropuerto de Barcelona El Prat (BCN) está a 25 minutos en coche. Los huéspedes podrán disfrutar de la playa de Mar Bella, que se encuentra a un corto paseo del hotel. En la cercana rambla del Poblenou, abundan los restaurantes de comida catalana e internacional.

Los lugares de interés de Barcelona, como la Sagrada Familia y el Park Güell, son fácilmente accesibles en transporte público. El centro comercial Westfield Glories está a solo 10 minutos a pie del establecimiento y el centro comercial Diagonal Mar a menos de 10 minutos en taxi.

Las luminosas y coloridas habitaciones ofrecen wifi gratis
Ofrece habitaciones familiares con 1 cama doble y sofá cama disponibles para un máximo de 2 adultos y 2 niños.
Se sirve desayuno buffet Express Start gratuito para todos los huéspedes.
Por la noche, los huéspedes podrá experimentar la animada noche de Barcelona por los alrededores.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hotel Viladomat,1236.0,7.6,"El Hotel Viladomat goza de una ubicación idónea en Barcelona, a menos de 10 minutos a pie de la estación de metro Hospital Clinic. Ofrece WiFi gratuita y bar.

Todas las habitaciones disponen de aire acondicionado, TV vía satélite, caja fuerte, escritorio y minibar. El baño privado incluye bañera, ducha, secador de pelo y artículos de aseo gratuitos.

El Hotel Viladomat cuenta con recepción 24 horas y servicio de venta de entradas. Además, se proporciona servicio de enlace con el aeropuerto por un suplemento y consigna de equipaje.

Está a 20 minutos a pie de la Plaza Catalunya y de las famosas Ramblas de Barcelona. Si lo desea, el personal puede proporcionarle información sobre la ciudad y los principales lugares de interés. El Hotel Viladomat se encuentra a 1 km de la estación de Sants, con servicio directo al aeropuerto de Barcelona.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hostel New York,314.0,7.1,"El Hostel New York es un albergue juvenil ubicado en el Barrio Gótico de Barcelona, a 5 minutos a pie de Las Ramblas. Cuenta con recepción 24 horas y WiFi gratuita. Se halla a 500 metros de las estaciones de metro Jaume y Drassanes.

Las habitaciones compartidas del albergue son sencillas y presentan una decoración modesta. Disponen de literas y taquillas individuales. Los huéspedes tienen acceso a un baño compartido. La ropa de cama se facilita de forma gratuita.

Hay una cocina disponible para los huéspedes por las noches. La sala de TV cuenta con máquinas expendedoras de bebidas y aperitivos. También hay 2 ordenadores.

El New York es ideal para visitar numerosos lugares de interés de Barcelona a pie. Se encuentra a 10 minutos a pie del parque de la Ciudadela y a 15 minutos a pie de la playa de la Barceloneta.

El autobús que lleva al puerto de ferris está a 10 minutos a pie del albergue. Los autobuses que llevan al aeropuerto salen desde la plaza de Cataluña, situada a 20 minutos a pie.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hostal Lleida,772.0,8.2,"El Hostal Lleida se encuentra en el centro del barrio del Eixample de Barcelona, ​​a solo 300 metros de la estación de metro Hospital Clínic. Las habitaciones disponen de aire acondicionado independiente, WiFi gratuita, TV y baño privado.

El Hospital Clínic está frente al establecimiento. El paseo de Gràcia y la rambla de Catalunya quedan a unos 10 minutos a pie y la estación de tren de Barcelona Sants se halla a 15 minutos. El Camp Nou se encuentra a solo 4 paradas de metro.

Todas las habitaciones del Lleida incluyen una botella de agua pequeña y un mapa de Barcelona. Los baños cuentan con toallas, jabón y secador de pelo.

La recepción está abierta las 24 horas. Hay un pequeño salón para los huéspedes con nevera, microondas y terminal con conexión a internet. Además, en los alrededores del establecimiento hay numerosos bares y restaurantes.",1,0
Barcelona,2025-05-21 : 2025-05-25,Golden Hotel Barcelona,1036.0,8.3,"El Golden Hotel Barcelona está ubicado en Barcelona, a 1,4 km de la Sagrada Familia, y cuenta con la certificación de sostenibilidad Biosphere. La terraza de la azotea cuenta con piscina al aire libre, jacuzzi y bar. El establecimiento se encuentra a 1,5 km del puerto olímpico, a 1,7 km de la Sagrada Familia y a 1,9 km del Museo Picasso. Hay gimnasio, restaurante y salón común.

 Todos los huéspedes alojados en el Golden Hotel Barcelona reciben 1 entrada gratuita (por persona y estancia) para el spa del complejo Hotel & Spa Villa Olimpic@ Suites, situado a 450 metros (servicio sujeto a disponibilidad y disponible previa reserva).

El alojamiento sirve un desayuno buffet a diario.

El personal de la recepción 24 horas habla español, catalán, alemán e inglés.

El aeropuerto de Barcelona-El Prat queda a 15 km.",1,0
